timepoint	cohort	sample	peptide	count
t2	susceptible	S.5	lcl|c214499_g2_i2|m.3512	2
t2	susceptible	S.55	lcl|c214499_g2_i2|m.3512	0
t2	susceptible	S.73	lcl|c214499_g2_i2|m.3512	1
t2	resilient	R.10	lcl|c219187_g1_i1|m.6258	0
t2	resilient	R.13	lcl|c219187_g1_i1|m.6258	0
t2	resilient	R.21	lcl|c219187_g1_i1|m.6258	0
t2	resilient	R.26	lcl|c219187_g1_i1|m.6258	5
t2	resilient	R.66	lcl|c219187_g1_i1|m.6258	1
t2	resilient	R.74	lcl|c219187_g1_i1|m.6258	0
t2	susceptible	S.5	lcl|c219187_g1_i1|m.6258	1
t2	susceptible	S.55	lcl|c219187_g1_i1|m.6258	0
t2	susceptible	S.73	lcl|c219187_g1_i1|m.6258	1
t2	resilient	R.10	lcl|c210662_g1_i1|m.2231	1
t2	resilient	R.13	lcl|c210662_g1_i1|m.2231	2
t2	resilient	R.21	lcl|c210662_g1_i1|m.2231	3
t2	resilient	R.26	lcl|c210662_g1_i1|m.2231	5
t2	resilient	R.66	lcl|c210662_g1_i1|m.2231	2
t2	resilient	R.74	lcl|c210662_g1_i1|m.2231	0
t2	susceptible	S.5	lcl|c210662_g1_i1|m.2231	2
t2	susceptible	S.55	lcl|c210662_g1_i1|m.2231	0
t2	susceptible	S.73	lcl|c210662_g1_i1|m.2231	0
t2	resilient	R.10	lcl|c217972_g1_i6|m.5456	10
t2	resilient	R.13	lcl|c217972_g1_i6|m.5456	4
t2	resilient	R.21	lcl|c217972_g1_i6|m.5456	7
t2	resilient	R.26	lcl|c217972_g1_i6|m.5456	0
t2	resilient	R.66	lcl|c217972_g1_i6|m.5456	18
t2	resilient	R.74	lcl|c217972_g1_i6|m.5456	6
t2	susceptible	S.5	lcl|c217972_g1_i6|m.5456	2
t2	susceptible	S.55	lcl|c217972_g1_i6|m.5456	4
t2	susceptible	S.73	lcl|c217972_g1_i6|m.5456	6
t2	resilient	R.10	lcl|c220954_g1_i2|m.7267	53
t2	resilient	R.13	lcl|c220954_g1_i2|m.7267	225
t2	resilient	R.21	lcl|c220954_g1_i2|m.7267	72
t2	resilient	R.26	lcl|c220954_g1_i2|m.7267	15
t2	resilient	R.66	lcl|c220954_g1_i2|m.7267	9
t2	resilient	R.74	lcl|c220954_g1_i2|m.7267	19
t2	susceptible	S.5	lcl|c220954_g1_i2|m.7267	8
t2	susceptible	S.55	lcl|c220954_g1_i2|m.7267	83
t2	susceptible	S.73	lcl|c220954_g1_i2|m.7267	13
t2	resilient	R.10	lcl|c237387_g1_i1|m.23217	3
t2	resilient	R.13	lcl|c237387_g1_i1|m.23217	4
t2	resilient	R.21	lcl|c237387_g1_i1|m.23217	5
t2	resilient	R.26	lcl|c237387_g1_i1|m.23217	2
t2	resilient	R.66	lcl|c237387_g1_i1|m.23217	7
t2	resilient	R.74	lcl|c237387_g1_i1|m.23217	4
t2	susceptible	S.5	lcl|c237387_g1_i1|m.23217	2
t2	susceptible	S.55	lcl|c237387_g1_i1|m.23217	1
t2	susceptible	S.73	lcl|c237387_g1_i1|m.23217	4
t2	resilient	R.10	lcl|c223689_g4_i1|m.9313	0
t2	resilient	R.13	lcl|c223689_g4_i1|m.9313	2
t2	resilient	R.21	lcl|c223689_g4_i1|m.9313	0
t2	resilient	R.26	lcl|c223689_g4_i1|m.9313	2
t2	resilient	R.66	lcl|c223689_g4_i1|m.9313	3
t2	resilient	R.74	lcl|c223689_g4_i1|m.9313	1
t2	susceptible	S.5	lcl|c223689_g4_i1|m.9313	1
t2	susceptible	S.55	lcl|c223689_g4_i1|m.9313	0
t2	susceptible	S.73	lcl|c223689_g4_i1|m.9313	0
t2	resilient	R.10	lcl|c240630_g1_i1|m.27515	2
t2	resilient	R.13	lcl|c240630_g1_i1|m.27515	1
t2	resilient	R.21	lcl|c240630_g1_i1|m.27515	2
t2	resilient	R.26	lcl|c240630_g1_i1|m.27515	2
t2	resilient	R.66	lcl|c240630_g1_i1|m.27515	2
t2	resilient	R.74	lcl|c240630_g1_i1|m.27515	1
t2	susceptible	S.5	lcl|c240630_g1_i1|m.27515	1
t2	susceptible	S.55	lcl|c240630_g1_i1|m.27515	1
t2	susceptible	S.73	lcl|c240630_g1_i1|m.27515	1
t2	resilient	R.10	lcl|c222155_g2_i2|m.8140	0
t2	resilient	R.13	lcl|c222155_g2_i2|m.8140	1
t2	resilient	R.21	lcl|c222155_g2_i2|m.8140	0
t2	resilient	R.26	lcl|c222155_g2_i2|m.8140	4
t2	resilient	R.66	lcl|c222155_g2_i2|m.8140	2
t2	resilient	R.74	lcl|c222155_g2_i2|m.8140	0
t2	susceptible	S.5	lcl|c222155_g2_i2|m.8140	1
t2	susceptible	S.55	lcl|c222155_g2_i2|m.8140	0
t2	susceptible	S.73	lcl|c222155_g2_i2|m.8140	0
t2	resilient	R.10	lcl|c204019_g3_i1|m.1367	3
t2	resilient	R.13	lcl|c204019_g3_i1|m.1367	2
t2	resilient	R.21	lcl|c204019_g3_i1|m.1367	3
t2	resilient	R.26	lcl|c204019_g3_i1|m.1367	0
t2	resilient	R.66	lcl|c204019_g3_i1|m.1367	1
t2	resilient	R.74	lcl|c204019_g3_i1|m.1367	1
t2	susceptible	S.5	lcl|c204019_g3_i1|m.1367	0
t2	susceptible	S.55	lcl|c204019_g3_i1|m.1367	1
t2	susceptible	S.73	lcl|c204019_g3_i1|m.1367	0
t2	resilient	R.10	lcl|c229109_g1_i2|m.13969	3
t2	resilient	R.13	lcl|c229109_g1_i2|m.13969	4
t2	resilient	R.21	lcl|c229109_g1_i2|m.13969	6
t2	resilient	R.26	lcl|c229109_g1_i2|m.13969	5
t2	resilient	R.66	lcl|c229109_g1_i2|m.13969	1
t2	resilient	R.74	lcl|c229109_g1_i2|m.13969	2
t2	susceptible	S.5	lcl|c229109_g1_i2|m.13969	3
t2	susceptible	S.55	lcl|c229109_g1_i2|m.13969	1
t2	susceptible	S.73	lcl|c229109_g1_i2|m.13969	2
t2	resilient	R.10	lcl|c238681_g1_i11|m.24819	0
t2	resilient	R.13	lcl|c238681_g1_i11|m.24819	1
t2	resilient	R.21	lcl|c238681_g1_i11|m.24819	0
t2	resilient	R.26	lcl|c238681_g1_i11|m.24819	1
t2	resilient	R.66	lcl|c238681_g1_i11|m.24819	7
t2	resilient	R.74	lcl|c238681_g1_i11|m.24819	3
t2	susceptible	S.5	lcl|c238681_g1_i11|m.24819	2
t2	susceptible	S.55	lcl|c238681_g1_i11|m.24819	0
t2	susceptible	S.73	lcl|c238681_g1_i11|m.24819	0
t2	resilient	R.10	lcl|c237490_g5_i6|m.23318	2
t2	resilient	R.13	lcl|c237490_g5_i6|m.23318	1
t2	resilient	R.21	lcl|c237490_g5_i6|m.23318	1
t2	resilient	R.26	lcl|c237490_g5_i6|m.23318	0
t2	resilient	R.66	lcl|c237490_g5_i6|m.23318	0
t2	resilient	R.74	lcl|c237490_g5_i6|m.23318	4
t2	susceptible	S.5	lcl|c237490_g5_i6|m.23318	0
t2	susceptible	S.55	lcl|c237490_g5_i6|m.23318	1
t2	susceptible	S.73	lcl|c237490_g5_i6|m.23318	1
t2	resilient	R.10	lcl|c220863_g2_i3|m.7207	3
t2	resilient	R.13	lcl|c220863_g2_i3|m.7207	2
t2	resilient	R.21	lcl|c220863_g2_i3|m.7207	2
t2	resilient	R.26	lcl|c220863_g2_i3|m.7207	0
t2	resilient	R.66	lcl|c220863_g2_i3|m.7207	5
t2	resilient	R.74	lcl|c220863_g2_i3|m.7207	1
t2	susceptible	S.5	lcl|c220863_g2_i3|m.7207	0
t2	susceptible	S.55	lcl|c220863_g2_i3|m.7207	2
t2	susceptible	S.73	lcl|c220863_g2_i3|m.7207	1
t2	resilient	R.10	lcl|c226613_g4_i3|m.11623	7
t2	resilient	R.13	lcl|c226613_g4_i3|m.11623	4
t2	resilient	R.21	lcl|c226613_g4_i3|m.11623	1
t2	resilient	R.26	lcl|c226613_g4_i3|m.11623	8
t2	resilient	R.66	lcl|c226613_g4_i3|m.11623	5
t2	resilient	R.74	lcl|c226613_g4_i3|m.11623	4
t2	susceptible	S.5	lcl|c226613_g4_i3|m.11623	4
t2	susceptible	S.55	lcl|c226613_g4_i3|m.11623	2
t2	susceptible	S.73	lcl|c226613_g4_i3|m.11623	2
t2	resilient	R.10	lcl|c240370_g1_i1|m.27121	0
t2	resilient	R.13	lcl|c240370_g1_i1|m.27121	0
t2	resilient	R.21	lcl|c240370_g1_i1|m.27121	0
t2	resilient	R.26	lcl|c240370_g1_i1|m.27121	0
t2	resilient	R.66	lcl|c240370_g1_i1|m.27121	3
t2	resilient	R.74	lcl|c240370_g1_i1|m.27121	3
t2	susceptible	S.5	lcl|c240370_g1_i1|m.27121	1
t2	susceptible	S.55	lcl|c240370_g1_i1|m.27121	1
t2	susceptible	S.73	lcl|c240370_g1_i1|m.27121	0
t2	resilient	R.10	lcl|c227543_g1_i4|m.12563	15
t2	resilient	R.13	lcl|c227543_g1_i4|m.12563	0
t2	resilient	R.21	lcl|c227543_g1_i4|m.12563	6
t2	resilient	R.26	lcl|c227543_g1_i4|m.12563	7
t2	resilient	R.66	lcl|c227543_g1_i4|m.12563	1
t2	resilient	R.74	lcl|c227543_g1_i4|m.12563	7
t2	susceptible	S.5	lcl|c227543_g1_i4|m.12563	0
t2	susceptible	S.55	lcl|c227543_g1_i4|m.12563	0
t2	susceptible	S.73	lcl|c227543_g1_i4|m.12563	8
t2	resilient	R.10	lcl|c236100_g2_i1|m.21697	0
t2	resilient	R.13	lcl|c236100_g2_i1|m.21697	3
t2	resilient	R.21	lcl|c236100_g2_i1|m.21697	1
t2	resilient	R.26	lcl|c236100_g2_i1|m.21697	0
t2	resilient	R.66	lcl|c236100_g2_i1|m.21697	2
t2	resilient	R.74	lcl|c236100_g2_i1|m.21697	2
t2	susceptible	S.5	lcl|c236100_g2_i1|m.21697	1
t2	susceptible	S.55	lcl|c236100_g2_i1|m.21697	1
t2	susceptible	S.73	lcl|c236100_g2_i1|m.21697	0
t2	resilient	R.10	lcl|c228700_g2_i5|m.13572	2
t2	resilient	R.13	lcl|c228700_g2_i5|m.13572	0
t2	resilient	R.21	lcl|c228700_g2_i5|m.13572	2
t2	resilient	R.26	lcl|c228700_g2_i5|m.13572	0
t2	resilient	R.66	lcl|c228700_g2_i5|m.13572	2
t2	resilient	R.74	lcl|c228700_g2_i5|m.13572	2
t2	susceptible	S.5	lcl|c228700_g2_i5|m.13572	0
t2	susceptible	S.55	lcl|c228700_g2_i5|m.13572	0
t2	susceptible	S.73	lcl|c228700_g2_i5|m.13572	0
t2	resilient	R.10	lcl|c222837_g1_i1|m.8646	28
t2	resilient	R.13	lcl|c222837_g1_i1|m.8646	25
t2	resilient	R.21	lcl|c222837_g1_i1|m.8646	21
t2	resilient	R.26	lcl|c222837_g1_i1|m.8646	15
t2	resilient	R.66	lcl|c222837_g1_i1|m.8646	40
t2	resilient	R.74	lcl|c222837_g1_i1|m.8646	45
t2	susceptible	S.5	lcl|c222837_g1_i1|m.8646	17
t2	susceptible	S.55	lcl|c222837_g1_i1|m.8646	12
t2	susceptible	S.73	lcl|c222837_g1_i1|m.8646	17
t2	resilient	R.10	lcl|c225245_g1_i2|m.10472	5
t2	resilient	R.13	lcl|c225245_g1_i2|m.10472	4
t2	resilient	R.21	lcl|c225245_g1_i2|m.10472	2
t2	resilient	R.26	lcl|c225245_g1_i2|m.10472	2
t2	resilient	R.66	lcl|c225245_g1_i2|m.10472	2
t2	resilient	R.74	lcl|c225245_g1_i2|m.10472	2
t2	susceptible	S.5	lcl|c225245_g1_i2|m.10472	3
t2	susceptible	S.55	lcl|c225245_g1_i2|m.10472	0
t2	susceptible	S.73	lcl|c225245_g1_i2|m.10472	1
t2	resilient	R.10	lcl|c229808_g4_i2|m.14641	0
t2	resilient	R.13	lcl|c229808_g4_i2|m.14641	2
t2	resilient	R.21	lcl|c229808_g4_i2|m.14641	0
t2	resilient	R.26	lcl|c229808_g4_i2|m.14641	0
t2	resilient	R.66	lcl|c229808_g4_i2|m.14641	4
t2	resilient	R.74	lcl|c229808_g4_i2|m.14641	0
t2	susceptible	S.5	lcl|c229808_g4_i2|m.14641	1
t2	susceptible	S.55	lcl|c229808_g4_i2|m.14641	0
t2	susceptible	S.73	lcl|c229808_g4_i2|m.14641	0
t2	resilient	R.10	lcl|c223990_g2_i1|m.9532	0
t2	resilient	R.13	lcl|c223990_g2_i1|m.9532	2
t2	resilient	R.21	lcl|c223990_g2_i1|m.9532	1
t2	resilient	R.26	lcl|c223990_g2_i1|m.9532	0
t2	resilient	R.66	lcl|c223990_g2_i1|m.9532	3
t2	resilient	R.74	lcl|c223990_g2_i1|m.9532	2
t2	susceptible	S.5	lcl|c223990_g2_i1|m.9532	0
t2	susceptible	S.55	lcl|c223990_g2_i1|m.9532	0
t2	susceptible	S.73	lcl|c223990_g2_i1|m.9532	0
t2	resilient	R.10	lcl|c237753_g2_i2|m.23709	0
t2	resilient	R.13	lcl|c237753_g2_i2|m.23709	5
t2	resilient	R.21	lcl|c237753_g2_i2|m.23709	0
t2	resilient	R.26	lcl|c237753_g2_i2|m.23709	0
t2	resilient	R.66	lcl|c237753_g2_i2|m.23709	0
t2	resilient	R.74	lcl|c237753_g2_i2|m.23709	0
t2	susceptible	S.5	lcl|c237753_g2_i2|m.23709	0
t2	susceptible	S.55	lcl|c237753_g2_i2|m.23709	0
t2	susceptible	S.73	lcl|c237753_g2_i2|m.23709	0
t2	resilient	R.10	lcl|c224026_g2_i1|m.9560	0
t2	resilient	R.13	lcl|c224026_g2_i1|m.9560	1
t2	resilient	R.21	lcl|c224026_g2_i1|m.9560	0
t2	resilient	R.26	lcl|c224026_g2_i1|m.9560	5
t2	resilient	R.66	lcl|c224026_g2_i1|m.9560	1
t2	resilient	R.74	lcl|c224026_g2_i1|m.9560	0
t2	susceptible	S.5	lcl|c224026_g2_i1|m.9560	0
t2	susceptible	S.55	lcl|c224026_g2_i1|m.9560	0
t2	susceptible	S.73	lcl|c224026_g2_i1|m.9560	0
t2	resilient	R.10	lcl|c161729_g1_i1|m.411	0
t2	resilient	R.13	lcl|c161729_g1_i1|m.411	0
t2	resilient	R.21	lcl|c161729_g1_i1|m.411	0
t2	resilient	R.26	lcl|c161729_g1_i1|m.411	0
t2	resilient	R.66	lcl|c161729_g1_i1|m.411	5
t2	resilient	R.74	lcl|c161729_g1_i1|m.411	0
t2	susceptible	S.5	lcl|c161729_g1_i1|m.411	0
t2	susceptible	S.55	lcl|c161729_g1_i1|m.411	0
t2	susceptible	S.73	lcl|c161729_g1_i1|m.411	0
t2	resilient	R.10	lcl|c218730_g2_i11|m.5922	0
t2	resilient	R.13	lcl|c218730_g2_i11|m.5922	114
t2	resilient	R.21	lcl|c218730_g2_i11|m.5922	98
t2	resilient	R.26	lcl|c218730_g2_i11|m.5922	40
t2	resilient	R.66	lcl|c218730_g2_i11|m.5922	7
t2	resilient	R.74	lcl|c218730_g2_i11|m.5922	21
t2	susceptible	S.5	lcl|c218730_g2_i11|m.5922	10
t2	susceptible	S.55	lcl|c218730_g2_i11|m.5922	0
t2	susceptible	S.73	lcl|c218730_g2_i11|m.5922	64
t2	resilient	R.10	lcl|c237576_g2_i7|m.23440	0
t2	resilient	R.13	lcl|c237576_g2_i7|m.23440	3
t2	resilient	R.21	lcl|c237576_g2_i7|m.23440	0
t2	resilient	R.26	lcl|c237576_g2_i7|m.23440	2
t2	resilient	R.66	lcl|c237576_g2_i7|m.23440	0
t2	resilient	R.74	lcl|c237576_g2_i7|m.23440	2
t2	susceptible	S.5	lcl|c237576_g2_i7|m.23440	1
t2	susceptible	S.55	lcl|c237576_g2_i7|m.23440	0
t2	susceptible	S.73	lcl|c237576_g2_i7|m.23440	1
t2	resilient	R.10	lcl|c234114_g3_i3|m.19475	0
t2	resilient	R.13	lcl|c234114_g3_i3|m.19475	1
t2	resilient	R.21	lcl|c234114_g3_i3|m.19475	0
t2	resilient	R.26	lcl|c234114_g3_i3|m.19475	0
t2	resilient	R.66	lcl|c234114_g3_i3|m.19475	5
t2	resilient	R.74	lcl|c234114_g3_i3|m.19475	0
t2	susceptible	S.5	lcl|c234114_g3_i3|m.19475	0
t2	susceptible	S.55	lcl|c234114_g3_i3|m.19475	0
t2	susceptible	S.73	lcl|c234114_g3_i3|m.19475	0
t2	resilient	R.10	lcl|c231904_g1_i7|m.16777	2
t2	resilient	R.13	lcl|c231904_g1_i7|m.16777	10
t2	resilient	R.21	lcl|c231904_g1_i7|m.16777	2
t2	resilient	R.26	lcl|c231904_g1_i7|m.16777	5
t2	resilient	R.66	lcl|c231904_g1_i7|m.16777	7
t2	resilient	R.74	lcl|c231904_g1_i7|m.16777	3
t2	susceptible	S.5	lcl|c231904_g1_i7|m.16777	1
t2	susceptible	S.55	lcl|c231904_g1_i7|m.16777	2
t2	susceptible	S.73	lcl|c231904_g1_i7|m.16777	5
t2	resilient	R.10	lcl|c243905_g1_i1|m.31490	0
t2	resilient	R.13	lcl|c243905_g1_i1|m.31490	0
t2	resilient	R.21	lcl|c243905_g1_i1|m.31490	0
t2	resilient	R.26	lcl|c243905_g1_i1|m.31490	0
t2	resilient	R.66	lcl|c243905_g1_i1|m.31490	5
t2	resilient	R.74	lcl|c243905_g1_i1|m.31490	0
t2	susceptible	S.5	lcl|c243905_g1_i1|m.31490	0
t2	susceptible	S.55	lcl|c243905_g1_i1|m.31490	0
t2	susceptible	S.73	lcl|c243905_g1_i1|m.31490	0
t2	resilient	R.10	lcl|c216172_g1_i1|m.4420	6
t2	resilient	R.13	lcl|c216172_g1_i1|m.4420	1
t2	resilient	R.21	lcl|c216172_g1_i1|m.4420	0
t2	resilient	R.26	lcl|c216172_g1_i1|m.4420	2
t2	resilient	R.66	lcl|c216172_g1_i1|m.4420	2
t2	resilient	R.74	lcl|c216172_g1_i1|m.4420	0
t2	susceptible	S.5	lcl|c216172_g1_i1|m.4420	2
t2	susceptible	S.55	lcl|c216172_g1_i1|m.4420	1
t2	susceptible	S.73	lcl|c216172_g1_i1|m.4420	0
t2	resilient	R.10	lcl|c227702_g4_i1|m.12691	4
t2	resilient	R.13	lcl|c227702_g4_i1|m.12691	0
t2	resilient	R.21	lcl|c227702_g4_i1|m.12691	3
t2	resilient	R.26	lcl|c227702_g4_i1|m.12691	3
t2	resilient	R.66	lcl|c227702_g4_i1|m.12691	1
t2	resilient	R.74	lcl|c227702_g4_i1|m.12691	2
t2	susceptible	S.5	lcl|c227702_g4_i1|m.12691	0
t2	susceptible	S.55	lcl|c227702_g4_i1|m.12691	0
t2	susceptible	S.73	lcl|c227702_g4_i1|m.12691	2
t2	resilient	R.10	lcl|c227188_g1_i3|m.12224	17
t2	resilient	R.13	lcl|c227188_g1_i3|m.12224	9
t2	resilient	R.21	lcl|c227188_g1_i3|m.12224	8
t2	resilient	R.26	lcl|c227188_g1_i3|m.12224	14
t2	resilient	R.66	lcl|c227188_g1_i3|m.12224	4
t2	resilient	R.74	lcl|c227188_g1_i3|m.12224	3
t2	susceptible	S.5	lcl|c227188_g1_i3|m.12224	4
t2	susceptible	S.55	lcl|c227188_g1_i3|m.12224	1
t2	susceptible	S.73	lcl|c227188_g1_i3|m.12224	10
t2	resilient	R.10	lcl|c214108_g4_i4|m.3369	6
t2	resilient	R.13	lcl|c214108_g4_i4|m.3369	11
t2	resilient	R.21	lcl|c214108_g4_i4|m.3369	11
t2	resilient	R.26	lcl|c214108_g4_i4|m.3369	3
t2	resilient	R.66	lcl|c214108_g4_i4|m.3369	20
t2	resilient	R.74	lcl|c214108_g4_i4|m.3369	15
t2	susceptible	S.5	lcl|c214108_g4_i4|m.3369	2
t2	susceptible	S.55	lcl|c214108_g4_i4|m.3369	9
t2	susceptible	S.73	lcl|c214108_g4_i4|m.3369	7
t2	resilient	R.10	lcl|c221205_g1_i1|m.7472	0
t2	resilient	R.13	lcl|c221205_g1_i1|m.7472	1
t2	resilient	R.21	lcl|c221205_g1_i1|m.7472	0
t2	resilient	R.26	lcl|c221205_g1_i1|m.7472	4
t2	resilient	R.66	lcl|c221205_g1_i1|m.7472	2
t2	resilient	R.74	lcl|c221205_g1_i1|m.7472	0
t2	susceptible	S.5	lcl|c221205_g1_i1|m.7472	1
t2	susceptible	S.55	lcl|c221205_g1_i1|m.7472	0
t2	susceptible	S.73	lcl|c221205_g1_i1|m.7472	0
t2	resilient	R.10	lcl|c230771_g2_i1|m.15607	7
t2	resilient	R.13	lcl|c230771_g2_i1|m.15607	9
t2	resilient	R.21	lcl|c230771_g2_i1|m.15607	10
t2	resilient	R.26	lcl|c230771_g2_i1|m.15607	7
t2	resilient	R.66	lcl|c230771_g2_i1|m.15607	8
t2	resilient	R.74	lcl|c230771_g2_i1|m.15607	13
t2	susceptible	S.5	lcl|c230771_g2_i1|m.15607	1
t2	susceptible	S.55	lcl|c230771_g2_i1|m.15607	2
t2	susceptible	S.73	lcl|c230771_g2_i1|m.15607	12
t2	resilient	R.10	lcl|c226705_g1_i7|m.11718	0
t2	resilient	R.13	lcl|c226705_g1_i7|m.11718	0
t2	resilient	R.21	lcl|c226705_g1_i7|m.11718	4
t2	resilient	R.26	lcl|c226705_g1_i7|m.11718	1
t2	resilient	R.66	lcl|c226705_g1_i7|m.11718	2
t2	resilient	R.74	lcl|c226705_g1_i7|m.11718	0
t2	susceptible	S.5	lcl|c226705_g1_i7|m.11718	1
t2	susceptible	S.55	lcl|c226705_g1_i7|m.11718	0
t2	susceptible	S.73	lcl|c226705_g1_i7|m.11718	0
t2	resilient	R.10	lcl|c234912_g2_i1|m.20410	0
t2	resilient	R.13	lcl|c234912_g2_i1|m.20410	4
t2	resilient	R.21	lcl|c234912_g2_i1|m.20410	0
t2	resilient	R.26	lcl|c234912_g2_i1|m.20410	0
t2	resilient	R.66	lcl|c234912_g2_i1|m.20410	2
t2	resilient	R.74	lcl|c234912_g2_i1|m.20410	1
t2	susceptible	S.5	lcl|c234912_g2_i1|m.20410	0
t2	susceptible	S.55	lcl|c234912_g2_i1|m.20410	0
t2	susceptible	S.73	lcl|c234912_g2_i1|m.20410	1
t2	resilient	R.10	lcl|c239139_g1_i2|m.25341	16
t2	resilient	R.13	lcl|c239139_g1_i2|m.25341	27
t2	resilient	R.21	lcl|c239139_g1_i2|m.25341	21
t2	resilient	R.26	lcl|c239139_g1_i2|m.25341	12
t2	resilient	R.66	lcl|c239139_g1_i2|m.25341	12
t2	resilient	R.74	lcl|c239139_g1_i2|m.25341	12
t2	susceptible	S.5	lcl|c239139_g1_i2|m.25341	9
t2	susceptible	S.55	lcl|c239139_g1_i2|m.25341	9
t2	susceptible	S.73	lcl|c239139_g1_i2|m.25341	9
t2	resilient	R.10	lcl|c217621_g3_i1|m.5289	0
t2	resilient	R.13	lcl|c217621_g3_i1|m.5289	0
t2	resilient	R.21	lcl|c217621_g3_i1|m.5289	0
t2	resilient	R.26	lcl|c217621_g3_i1|m.5289	0
t2	resilient	R.66	lcl|c217621_g3_i1|m.5289	5
t2	resilient	R.74	lcl|c217621_g3_i1|m.5289	0
t2	susceptible	S.5	lcl|c217621_g3_i1|m.5289	0
t2	susceptible	S.55	lcl|c217621_g3_i1|m.5289	0
t2	susceptible	S.73	lcl|c217621_g3_i1|m.5289	0
t2	resilient	R.10	lcl|c208317_g1_i1|m.1768	41
t2	resilient	R.13	lcl|c208317_g1_i1|m.1768	56
t2	resilient	R.21	lcl|c208317_g1_i1|m.1768	33
t2	resilient	R.26	lcl|c208317_g1_i1|m.1768	45
t2	resilient	R.66	lcl|c208317_g1_i1|m.1768	28
t2	resilient	R.74	lcl|c208317_g1_i1|m.1768	46
t2	susceptible	S.5	lcl|c208317_g1_i1|m.1768	14
t2	susceptible	S.55	lcl|c208317_g1_i1|m.1768	13
t2	susceptible	S.73	lcl|c208317_g1_i1|m.1768	41
t2	resilient	R.10	lcl|c222208_g5_i7|m.8170	1
t2	resilient	R.13	lcl|c222208_g5_i7|m.8170	1
t2	resilient	R.21	lcl|c222208_g5_i7|m.8170	4
t2	resilient	R.26	lcl|c222208_g5_i7|m.8170	3
t2	resilient	R.66	lcl|c222208_g5_i7|m.8170	3
t2	resilient	R.74	lcl|c222208_g5_i7|m.8170	5
t2	susceptible	S.5	lcl|c222208_g5_i7|m.8170	2
t2	susceptible	S.55	lcl|c222208_g5_i7|m.8170	2
t2	susceptible	S.73	lcl|c222208_g5_i7|m.8170	1
t2	resilient	R.10	lcl|c236813_g3_i2|m.22564	51
t2	resilient	R.13	lcl|c236813_g3_i2|m.22564	27
t2	resilient	R.21	lcl|c236813_g3_i2|m.22564	0
t2	resilient	R.26	lcl|c236813_g3_i2|m.22564	25
t2	resilient	R.66	lcl|c236813_g3_i2|m.22564	4
t2	resilient	R.74	lcl|c236813_g3_i2|m.22564	8
t2	susceptible	S.5	lcl|c236813_g3_i2|m.22564	25
t2	susceptible	S.55	lcl|c236813_g3_i2|m.22564	6
t2	susceptible	S.73	lcl|c236813_g3_i2|m.22564	0
t2	resilient	R.10	lcl|c241242_g1_i1|m.28345	5
t2	resilient	R.13	lcl|c241242_g1_i1|m.28345	12
t2	resilient	R.21	lcl|c241242_g1_i1|m.28345	10
t2	resilient	R.26	lcl|c241242_g1_i1|m.28345	1
t2	resilient	R.66	lcl|c241242_g1_i1|m.28345	14
t2	resilient	R.74	lcl|c241242_g1_i1|m.28345	4
t2	susceptible	S.5	lcl|c241242_g1_i1|m.28345	1
t2	susceptible	S.55	lcl|c241242_g1_i1|m.28345	4
t2	susceptible	S.73	lcl|c241242_g1_i1|m.28345	8
t2	resilient	R.10	lcl|c206819_g1_i1|m.1595	0
t2	resilient	R.13	lcl|c206819_g1_i1|m.1595	0
t2	resilient	R.21	lcl|c206819_g1_i1|m.1595	0
t2	resilient	R.26	lcl|c206819_g1_i1|m.1595	4
t2	resilient	R.66	lcl|c206819_g1_i1|m.1595	2
t2	resilient	R.74	lcl|c206819_g1_i1|m.1595	0
t2	susceptible	S.5	lcl|c206819_g1_i1|m.1595	0
t2	susceptible	S.55	lcl|c206819_g1_i1|m.1595	0
t2	susceptible	S.73	lcl|c206819_g1_i1|m.1595	0
t2	resilient	R.10	lcl|c221077_g1_i1|m.7374	1
t2	resilient	R.13	lcl|c221077_g1_i1|m.7374	2
t2	resilient	R.21	lcl|c221077_g1_i1|m.7374	2
t2	resilient	R.26	lcl|c221077_g1_i1|m.7374	3
t2	resilient	R.66	lcl|c221077_g1_i1|m.7374	3
t2	resilient	R.74	lcl|c221077_g1_i1|m.7374	6
t2	susceptible	S.5	lcl|c221077_g1_i1|m.7374	1
t2	susceptible	S.55	lcl|c221077_g1_i1|m.7374	3
t2	susceptible	S.73	lcl|c221077_g1_i1|m.7374	1
t2	resilient	R.10	lcl|c229053_g1_i5|m.13916	3
t2	resilient	R.13	lcl|c229053_g1_i5|m.13916	0
t2	resilient	R.21	lcl|c229053_g1_i5|m.13916	2
t2	resilient	R.26	lcl|c229053_g1_i5|m.13916	0
t2	resilient	R.66	lcl|c229053_g1_i5|m.13916	0
t2	resilient	R.74	lcl|c229053_g1_i5|m.13916	2
t2	susceptible	S.5	lcl|c229053_g1_i5|m.13916	0
t2	susceptible	S.55	lcl|c229053_g1_i5|m.13916	0
t2	susceptible	S.73	lcl|c229053_g1_i5|m.13916	0
t2	resilient	R.10	lcl|c221340_g4_i1|m.7579	0
t2	resilient	R.13	lcl|c221340_g4_i1|m.7579	1
t2	resilient	R.21	lcl|c221340_g4_i1|m.7579	1
t2	resilient	R.26	lcl|c221340_g4_i1|m.7579	0
t2	resilient	R.66	lcl|c221340_g4_i1|m.7579	3
t2	resilient	R.74	lcl|c221340_g4_i1|m.7579	3
