timepoint	cohort	sample	peptide	count
t2	susceptible	S.5	lcl|c239261_g1_i11|m.25522	0
t2	susceptible	S.55	lcl|c239261_g1_i11|m.25522	0
t2	susceptible	S.73	lcl|c239261_g1_i11|m.25522	1
t2	resilient	R.10	lcl|c238132_g3_i1|m.24130	0
t2	resilient	R.13	lcl|c238132_g3_i1|m.24130	3
t2	resilient	R.21	lcl|c238132_g3_i1|m.24130	0
t2	resilient	R.26	lcl|c238132_g3_i1|m.24130	0
t2	resilient	R.66	lcl|c238132_g3_i1|m.24130	0
t2	resilient	R.74	lcl|c238132_g3_i1|m.24130	4
t2	susceptible	S.5	lcl|c238132_g3_i1|m.24130	0
t2	susceptible	S.55	lcl|c238132_g3_i1|m.24130	0
t2	susceptible	S.73	lcl|c238132_g3_i1|m.24130	0
t2	resilient	R.10	lcl|c211022_g1_i7|m.2328	3
t2	resilient	R.13	lcl|c211022_g1_i7|m.2328	2
t2	resilient	R.21	lcl|c211022_g1_i7|m.2328	1
t2	resilient	R.26	lcl|c211022_g1_i7|m.2328	1
t2	resilient	R.66	lcl|c211022_g1_i7|m.2328	2
t2	resilient	R.74	lcl|c211022_g1_i7|m.2328	2
t2	susceptible	S.5	lcl|c211022_g1_i7|m.2328	1
t2	susceptible	S.55	lcl|c211022_g1_i7|m.2328	0
t2	susceptible	S.73	lcl|c211022_g1_i7|m.2328	0
t2	resilient	R.10	lcl|c234080_g1_i1|m.19410	1
t2	resilient	R.13	lcl|c234080_g1_i1|m.19410	1
t2	resilient	R.21	lcl|c234080_g1_i1|m.19410	2
t2	resilient	R.26	lcl|c234080_g1_i1|m.19410	1
t2	resilient	R.66	lcl|c234080_g1_i1|m.19410	5
t2	resilient	R.74	lcl|c234080_g1_i1|m.19410	5
t2	susceptible	S.5	lcl|c234080_g1_i1|m.19410	0
t2	susceptible	S.55	lcl|c234080_g1_i1|m.19410	0
t2	susceptible	S.73	lcl|c234080_g1_i1|m.19410	2
t2	resilient	R.10	lcl|c218175_g5_i2|m.5596	2
t2	resilient	R.13	lcl|c218175_g5_i2|m.5596	2
t2	resilient	R.21	lcl|c218175_g5_i2|m.5596	0
t2	resilient	R.26	lcl|c218175_g5_i2|m.5596	0
t2	resilient	R.66	lcl|c218175_g5_i2|m.5596	4
t2	resilient	R.74	lcl|c218175_g5_i2|m.5596	1
t2	susceptible	S.5	lcl|c218175_g5_i2|m.5596	0
t2	susceptible	S.55	lcl|c218175_g5_i2|m.5596	0
t2	susceptible	S.73	lcl|c218175_g5_i2|m.5596	0
t2	resilient	R.10	lcl|c221753_g3_i7|m.7844	9
t2	resilient	R.13	lcl|c221753_g3_i7|m.7844	15
t2	resilient	R.21	lcl|c221753_g3_i7|m.7844	8
t2	resilient	R.26	lcl|c221753_g3_i7|m.7844	4
t2	resilient	R.66	lcl|c221753_g3_i7|m.7844	9
t2	resilient	R.74	lcl|c221753_g3_i7|m.7844	9
t2	susceptible	S.5	lcl|c221753_g3_i7|m.7844	0
t2	susceptible	S.55	lcl|c221753_g3_i7|m.7844	6
t2	susceptible	S.73	lcl|c221753_g3_i7|m.7844	6
t2	resilient	R.10	lcl|c236486_g1_i1|m.22162	5
t2	resilient	R.13	lcl|c236486_g1_i1|m.22162	11
t2	resilient	R.21	lcl|c236486_g1_i1|m.22162	4
t2	resilient	R.26	lcl|c236486_g1_i1|m.22162	0
t2	resilient	R.66	lcl|c236486_g1_i1|m.22162	6
t2	resilient	R.74	lcl|c236486_g1_i1|m.22162	9
t2	susceptible	S.5	lcl|c236486_g1_i1|m.22162	0
t2	susceptible	S.55	lcl|c236486_g1_i1|m.22162	4
t2	susceptible	S.73	lcl|c236486_g1_i1|m.22162	4
t2	resilient	R.10	lcl|c231929_g5_i1|m.16788	0
t2	resilient	R.13	lcl|c231929_g5_i1|m.16788	6
t2	resilient	R.21	lcl|c231929_g5_i1|m.16788	0
t2	resilient	R.26	lcl|c231929_g5_i1|m.16788	1
t2	resilient	R.66	lcl|c231929_g5_i1|m.16788	0
t2	resilient	R.74	lcl|c231929_g5_i1|m.16788	0
t2	susceptible	S.5	lcl|c231929_g5_i1|m.16788	0
t2	susceptible	S.55	lcl|c231929_g5_i1|m.16788	0
t2	susceptible	S.73	lcl|c231929_g5_i1|m.16788	0
t2	resilient	R.10	lcl|c244219_g1_i1|m.31908	0
t2	resilient	R.13	lcl|c244219_g1_i1|m.31908	0
t2	resilient	R.21	lcl|c244219_g1_i1|m.31908	0
t2	resilient	R.26	lcl|c244219_g1_i1|m.31908	0
t2	resilient	R.66	lcl|c244219_g1_i1|m.31908	2
t2	resilient	R.74	lcl|c244219_g1_i1|m.31908	5
t2	susceptible	S.5	lcl|c244219_g1_i1|m.31908	0
t2	susceptible	S.55	lcl|c244219_g1_i1|m.31908	0
t2	susceptible	S.73	lcl|c244219_g1_i1|m.31908	0
t2	resilient	R.10	lcl|c204436_g1_i1|m.1392	4
t2	resilient	R.13	lcl|c204436_g1_i1|m.1392	3
t2	resilient	R.21	lcl|c204436_g1_i1|m.1392	1
t2	resilient	R.26	lcl|c204436_g1_i1|m.1392	6
t2	resilient	R.66	lcl|c204436_g1_i1|m.1392	12
t2	resilient	R.74	lcl|c204436_g1_i1|m.1392	6
t2	susceptible	S.5	lcl|c204436_g1_i1|m.1392	5
t2	susceptible	S.55	lcl|c204436_g1_i1|m.1392	2
t2	susceptible	S.73	lcl|c204436_g1_i1|m.1392	1
t2	resilient	R.10	lcl|c234221_g1_i1|m.19627	5
t2	resilient	R.13	lcl|c234221_g1_i1|m.19627	0
t2	resilient	R.21	lcl|c234221_g1_i1|m.19627	0
t2	resilient	R.26	lcl|c234221_g1_i1|m.19627	0
t2	resilient	R.66	lcl|c234221_g1_i1|m.19627	0
t2	resilient	R.74	lcl|c234221_g1_i1|m.19627	2
t2	susceptible	S.5	lcl|c234221_g1_i1|m.19627	0
t2	susceptible	S.55	lcl|c234221_g1_i1|m.19627	0
t2	susceptible	S.73	lcl|c234221_g1_i1|m.19627	0
t2	resilient	R.10	lcl|c239261_g1_i12|m.25525	4
t2	resilient	R.13	lcl|c239261_g1_i12|m.25525	5
t2	resilient	R.21	lcl|c239261_g1_i12|m.25525	3
t2	resilient	R.26	lcl|c239261_g1_i12|m.25525	1
t2	resilient	R.66	lcl|c239261_g1_i12|m.25525	2
t2	resilient	R.74	lcl|c239261_g1_i12|m.25525	4
t2	susceptible	S.5	lcl|c239261_g1_i12|m.25525	1
t2	susceptible	S.55	lcl|c239261_g1_i12|m.25525	3
t2	susceptible	S.73	lcl|c239261_g1_i12|m.25525	1
t2	resilient	R.10	lcl|c225852_g2_i3|m.10992	2
t2	resilient	R.13	lcl|c225852_g2_i3|m.10992	3
t2	resilient	R.21	lcl|c225852_g2_i3|m.10992	5
t2	resilient	R.26	lcl|c225852_g2_i3|m.10992	1
t2	resilient	R.66	lcl|c225852_g2_i3|m.10992	2
t2	resilient	R.74	lcl|c225852_g2_i3|m.10992	2
t2	susceptible	S.5	lcl|c225852_g2_i3|m.10992	1
t2	susceptible	S.55	lcl|c225852_g2_i3|m.10992	1
t2	susceptible	S.73	lcl|c225852_g2_i3|m.10992	2
t2	resilient	R.10	lcl|c226740_g3_i1|m.11745	0
t2	resilient	R.13	lcl|c226740_g3_i1|m.11745	3
t2	resilient	R.21	lcl|c226740_g3_i1|m.11745	0
t2	resilient	R.26	lcl|c226740_g3_i1|m.11745	0
t2	resilient	R.66	lcl|c226740_g3_i1|m.11745	3
t2	resilient	R.74	lcl|c226740_g3_i1|m.11745	0
t2	susceptible	S.5	lcl|c226740_g3_i1|m.11745	0
t2	susceptible	S.55	lcl|c226740_g3_i1|m.11745	0
t2	susceptible	S.73	lcl|c226740_g3_i1|m.11745	0
t2	resilient	R.10	lcl|c227414_g2_i1|m.12410	1
t2	resilient	R.13	lcl|c227414_g2_i1|m.12410	0
t2	resilient	R.21	lcl|c227414_g2_i1|m.12410	0
t2	resilient	R.26	lcl|c227414_g2_i1|m.12410	2
t2	resilient	R.66	lcl|c227414_g2_i1|m.12410	6
t2	resilient	R.74	lcl|c227414_g2_i1|m.12410	4
t2	susceptible	S.5	lcl|c227414_g2_i1|m.12410	0
t2	susceptible	S.55	lcl|c227414_g2_i1|m.12410	0
t2	susceptible	S.73	lcl|c227414_g2_i1|m.12410	2
t2	resilient	R.10	lcl|c219901_g4_i1|m.6631	1
t2	resilient	R.13	lcl|c219901_g4_i1|m.6631	1
t2	resilient	R.21	lcl|c219901_g4_i1|m.6631	3
t2	resilient	R.26	lcl|c219901_g4_i1|m.6631	1
t2	resilient	R.66	lcl|c219901_g4_i1|m.6631	4
t2	resilient	R.74	lcl|c219901_g4_i1|m.6631	1
t2	susceptible	S.5	lcl|c219901_g4_i1|m.6631	0
t2	susceptible	S.55	lcl|c219901_g4_i1|m.6631	0
t2	susceptible	S.73	lcl|c219901_g4_i1|m.6631	0
t2	resilient	R.10	lcl|c186217_g1_i1|m.726	1
t2	resilient	R.13	lcl|c186217_g1_i1|m.726	3
t2	resilient	R.21	lcl|c186217_g1_i1|m.726	0
t2	resilient	R.26	lcl|c186217_g1_i1|m.726	0
t2	resilient	R.66	lcl|c186217_g1_i1|m.726	4
t2	resilient	R.74	lcl|c186217_g1_i1|m.726	1
t2	susceptible	S.5	lcl|c186217_g1_i1|m.726	0
t2	susceptible	S.55	lcl|c186217_g1_i1|m.726	1
t2	susceptible	S.73	lcl|c186217_g1_i1|m.726	0
t2	resilient	R.10	lcl|c238476_g3_i5|m.24565	0
t2	resilient	R.13	lcl|c238476_g3_i5|m.24565	2
t2	resilient	R.21	lcl|c238476_g3_i5|m.24565	0
t2	resilient	R.26	lcl|c238476_g3_i5|m.24565	1
t2	resilient	R.66	lcl|c238476_g3_i5|m.24565	4
t2	resilient	R.74	lcl|c238476_g3_i5|m.24565	2
t2	susceptible	S.5	lcl|c238476_g3_i5|m.24565	0
t2	susceptible	S.55	lcl|c238476_g3_i5|m.24565	0
t2	susceptible	S.73	lcl|c238476_g3_i5|m.24565	0
t2	resilient	R.10	lcl|c239894_g3_i2|m.26508	0
t2	resilient	R.13	lcl|c239894_g3_i2|m.26508	1
t2	resilient	R.21	lcl|c239894_g3_i2|m.26508	1
t2	resilient	R.26	lcl|c239894_g3_i2|m.26508	0
t2	resilient	R.66	lcl|c239894_g3_i2|m.26508	2
t2	resilient	R.74	lcl|c239894_g3_i2|m.26508	4
t2	susceptible	S.5	lcl|c239894_g3_i2|m.26508	0
t2	susceptible	S.55	lcl|c239894_g3_i2|m.26508	0
t2	susceptible	S.73	lcl|c239894_g3_i2|m.26508	1
t2	resilient	R.10	lcl|c236356_g1_i1|m.22029	0
t2	resilient	R.13	lcl|c236356_g1_i1|m.22029	2
t2	resilient	R.21	lcl|c236356_g1_i1|m.22029	3
t2	resilient	R.26	lcl|c236356_g1_i1|m.22029	0
t2	resilient	R.66	lcl|c236356_g1_i1|m.22029	2
t2	resilient	R.74	lcl|c236356_g1_i1|m.22029	2
t2	susceptible	S.5	lcl|c236356_g1_i1|m.22029	0
t2	susceptible	S.55	lcl|c236356_g1_i1|m.22029	1
t2	susceptible	S.73	lcl|c236356_g1_i1|m.22029	1
t2	resilient	R.10	lcl|c244055_g1_i3|m.31694	2
t2	resilient	R.13	lcl|c244055_g1_i3|m.31694	4
t2	resilient	R.21	lcl|c244055_g1_i3|m.31694	2
t2	resilient	R.26	lcl|c244055_g1_i3|m.31694	3
t2	resilient	R.66	lcl|c244055_g1_i3|m.31694	3
t2	resilient	R.74	lcl|c244055_g1_i3|m.31694	9
t2	susceptible	S.5	lcl|c244055_g1_i3|m.31694	2
t2	susceptible	S.55	lcl|c244055_g1_i3|m.31694	3
t2	susceptible	S.73	lcl|c244055_g1_i3|m.31694	0
t2	resilient	R.10	lcl|c226730_g3_i1|m.11735	1
t2	resilient	R.13	lcl|c226730_g3_i1|m.11735	0
t2	resilient	R.21	lcl|c226730_g3_i1|m.11735	2
t2	resilient	R.26	lcl|c226730_g3_i1|m.11735	5
t2	resilient	R.66	lcl|c226730_g3_i1|m.11735	0
t2	resilient	R.74	lcl|c226730_g3_i1|m.11735	0
t2	susceptible	S.5	lcl|c226730_g3_i1|m.11735	0
t2	susceptible	S.55	lcl|c226730_g3_i1|m.11735	0
t2	susceptible	S.73	lcl|c226730_g3_i1|m.11735	0
t2	resilient	R.10	lcl|c231190_g4_i3|m.16030	13
t2	resilient	R.13	lcl|c231190_g4_i3|m.16030	3
t2	resilient	R.21	lcl|c231190_g4_i3|m.16030	5
t2	resilient	R.26	lcl|c231190_g4_i3|m.16030	20
t2	resilient	R.66	lcl|c231190_g4_i3|m.16030	1
t2	resilient	R.74	lcl|c231190_g4_i3|m.16030	5
t2	susceptible	S.5	lcl|c231190_g4_i3|m.16030	7
t2	susceptible	S.55	lcl|c231190_g4_i3|m.16030	0
t2	susceptible	S.73	lcl|c231190_g4_i3|m.16030	4
t2	resilient	R.10	lcl|c234108_g1_i5|m.19456	0
t2	resilient	R.13	lcl|c234108_g1_i5|m.19456	0
t2	resilient	R.21	lcl|c234108_g1_i5|m.19456	0
t2	resilient	R.26	lcl|c234108_g1_i5|m.19456	0
t2	resilient	R.66	lcl|c234108_g1_i5|m.19456	6
t2	resilient	R.74	lcl|c234108_g1_i5|m.19456	5
t2	susceptible	S.5	lcl|c234108_g1_i5|m.19456	1
t2	susceptible	S.55	lcl|c234108_g1_i5|m.19456	2
t2	susceptible	S.73	lcl|c234108_g1_i5|m.19456	0
t2	resilient	R.10	lcl|c224257_g2_i4|m.9682	3
t2	resilient	R.13	lcl|c224257_g2_i4|m.9682	1
t2	resilient	R.21	lcl|c224257_g2_i4|m.9682	0
t2	resilient	R.26	lcl|c224257_g2_i4|m.9682	0
t2	resilient	R.66	lcl|c224257_g2_i4|m.9682	3
t2	resilient	R.74	lcl|c224257_g2_i4|m.9682	2
t2	susceptible	S.5	lcl|c224257_g2_i4|m.9682	0
t2	susceptible	S.55	lcl|c224257_g2_i4|m.9682	0
t2	susceptible	S.73	lcl|c224257_g2_i4|m.9682	1
t2	resilient	R.10	lcl|c239670_g2_i1|m.26141	4
t2	resilient	R.13	lcl|c239670_g2_i1|m.26141	2
t2	resilient	R.21	lcl|c239670_g2_i1|m.26141	3
t2	resilient	R.26	lcl|c239670_g2_i1|m.26141	2
t2	resilient	R.66	lcl|c239670_g2_i1|m.26141	2
t2	resilient	R.74	lcl|c239670_g2_i1|m.26141	2
t2	susceptible	S.5	lcl|c239670_g2_i1|m.26141	1
t2	susceptible	S.55	lcl|c239670_g2_i1|m.26141	2
t2	susceptible	S.73	lcl|c239670_g2_i1|m.26141	1
t2	resilient	R.10	lcl|c229538_g7_i4|m.14373	3
t2	resilient	R.13	lcl|c229538_g7_i4|m.14373	12
t2	resilient	R.21	lcl|c229538_g7_i4|m.14373	7
t2	resilient	R.26	lcl|c229538_g7_i4|m.14373	10
t2	resilient	R.66	lcl|c229538_g7_i4|m.14373	5
t2	resilient	R.74	lcl|c229538_g7_i4|m.14373	10
t2	susceptible	S.5	lcl|c229538_g7_i4|m.14373	6
t2	susceptible	S.55	lcl|c229538_g7_i4|m.14373	5
t2	susceptible	S.73	lcl|c229538_g7_i4|m.14373	1
t2	resilient	R.10	lcl|c235649_g2_i5|m.21175	0
t2	resilient	R.13	lcl|c235649_g2_i5|m.21175	0
t2	resilient	R.21	lcl|c235649_g2_i5|m.21175	1
t2	resilient	R.26	lcl|c235649_g2_i5|m.21175	2
t2	resilient	R.66	lcl|c235649_g2_i5|m.21175	5
t2	resilient	R.74	lcl|c235649_g2_i5|m.21175	4
t2	susceptible	S.5	lcl|c235649_g2_i5|m.21175	1
t2	susceptible	S.55	lcl|c235649_g2_i5|m.21175	0
t2	susceptible	S.73	lcl|c235649_g2_i5|m.21175	2
t2	resilient	R.10	lcl|c228205_g4_i2|m.13127	3
t2	resilient	R.13	lcl|c228205_g4_i2|m.13127	3
t2	resilient	R.21	lcl|c228205_g4_i2|m.13127	2
t2	resilient	R.26	lcl|c228205_g4_i2|m.13127	3
t2	resilient	R.66	lcl|c228205_g4_i2|m.13127	3
t2	resilient	R.74	lcl|c228205_g4_i2|m.13127	1
t2	susceptible	S.5	lcl|c228205_g4_i2|m.13127	2
t2	susceptible	S.55	lcl|c228205_g4_i2|m.13127	1
t2	susceptible	S.73	lcl|c228205_g4_i2|m.13127	1
t2	resilient	R.10	lcl|c228746_g2_i5|m.13610	0
t2	resilient	R.13	lcl|c228746_g2_i5|m.13610	5
t2	resilient	R.21	lcl|c228746_g2_i5|m.13610	0
t2	resilient	R.26	lcl|c228746_g2_i5|m.13610	2
t2	resilient	R.66	lcl|c228746_g2_i5|m.13610	5
t2	resilient	R.74	lcl|c228746_g2_i5|m.13610	1
t2	susceptible	S.5	lcl|c228746_g2_i5|m.13610	2
t2	susceptible	S.55	lcl|c228746_g2_i5|m.13610	0
t2	susceptible	S.73	lcl|c228746_g2_i5|m.13610	0
t2	resilient	R.10	lcl|c217046_g2_i2|m.4921	3
t2	resilient	R.13	lcl|c217046_g2_i2|m.4921	6
t2	resilient	R.21	lcl|c217046_g2_i2|m.4921	5
t2	resilient	R.26	lcl|c217046_g2_i2|m.4921	4
t2	resilient	R.66	lcl|c217046_g2_i2|m.4921	6
t2	resilient	R.74	lcl|c217046_g2_i2|m.4921	6
t2	susceptible	S.5	lcl|c217046_g2_i2|m.4921	3
t2	susceptible	S.55	lcl|c217046_g2_i2|m.4921	4
t2	susceptible	S.73	lcl|c217046_g2_i2|m.4921	1
t2	resilient	R.10	lcl|c201413_g4_i1|m.1201	0
t2	resilient	R.13	lcl|c201413_g4_i1|m.1201	3
t2	resilient	R.21	lcl|c201413_g4_i1|m.1201	1
t2	resilient	R.26	lcl|c201413_g4_i1|m.1201	2
t2	resilient	R.66	lcl|c201413_g4_i1|m.1201	3
t2	resilient	R.74	lcl|c201413_g4_i1|m.1201	5
t2	susceptible	S.5	lcl|c201413_g4_i1|m.1201	2
t2	susceptible	S.55	lcl|c201413_g4_i1|m.1201	1
t2	susceptible	S.73	lcl|c201413_g4_i1|m.1201	0
t2	resilient	R.10	lcl|c229261_g2_i4|m.14109	0
t2	resilient	R.13	lcl|c229261_g2_i4|m.14109	2
t2	resilient	R.21	lcl|c229261_g2_i4|m.14109	0
t2	resilient	R.26	lcl|c229261_g2_i4|m.14109	1
t2	resilient	R.66	lcl|c229261_g2_i4|m.14109	0
t2	resilient	R.74	lcl|c229261_g2_i4|m.14109	4
t2	susceptible	S.5	lcl|c229261_g2_i4|m.14109	1
t2	susceptible	S.55	lcl|c229261_g2_i4|m.14109	1
t2	susceptible	S.73	lcl|c229261_g2_i4|m.14109	0
t2	resilient	R.10	lcl|c220845_g6_i1|m.7197	0
t2	resilient	R.13	lcl|c220845_g6_i1|m.7197	2
t2	resilient	R.21	lcl|c220845_g6_i1|m.7197	3
t2	resilient	R.26	lcl|c220845_g6_i1|m.7197	2
t2	resilient	R.66	lcl|c220845_g6_i1|m.7197	2
t2	resilient	R.74	lcl|c220845_g6_i1|m.7197	0
t2	susceptible	S.5	lcl|c220845_g6_i1|m.7197	0
t2	susceptible	S.55	lcl|c220845_g6_i1|m.7197	0
t2	susceptible	S.73	lcl|c220845_g6_i1|m.7197	1
t2	resilient	R.10	lcl|c231430_g2_i6|m.16242	13
t2	resilient	R.13	lcl|c231430_g2_i6|m.16242	33
t2	resilient	R.21	lcl|c231430_g2_i6|m.16242	28
t2	resilient	R.26	lcl|c231430_g2_i6|m.16242	24
t2	resilient	R.66	lcl|c231430_g2_i6|m.16242	13
t2	resilient	R.74	lcl|c231430_g2_i6|m.16242	13
t2	susceptible	S.5	lcl|c231430_g2_i6|m.16242	7
t2	susceptible	S.55	lcl|c231430_g2_i6|m.16242	7
t2	susceptible	S.73	lcl|c231430_g2_i6|m.16242	18
t2	resilient	R.10	lcl|c233425_g3_i4|m.18529	5
t2	resilient	R.13	lcl|c233425_g3_i4|m.18529	7
t2	resilient	R.21	lcl|c233425_g3_i4|m.18529	6
t2	resilient	R.26	lcl|c233425_g3_i4|m.18529	3
t2	resilient	R.66	lcl|c233425_g3_i4|m.18529	5
t2	resilient	R.74	lcl|c233425_g3_i4|m.18529	3
t2	susceptible	S.5	lcl|c233425_g3_i4|m.18529	3
t2	susceptible	S.55	lcl|c233425_g3_i4|m.18529	2
t2	susceptible	S.73	lcl|c233425_g3_i4|m.18529	3
t2	resilient	R.10	lcl|c225849_g2_i3|m.10990	0
t2	resilient	R.13	lcl|c225849_g2_i3|m.10990	1
t2	resilient	R.21	lcl|c225849_g2_i3|m.10990	0
t2	resilient	R.26	lcl|c225849_g2_i3|m.10990	0
t2	resilient	R.66	lcl|c225849_g2_i3|m.10990	5
t2	resilient	R.74	lcl|c225849_g2_i3|m.10990	0
t2	susceptible	S.5	lcl|c225849_g2_i3|m.10990	0
t2	susceptible	S.55	lcl|c225849_g2_i3|m.10990	0
t2	susceptible	S.73	lcl|c225849_g2_i3|m.10990	0
t2	resilient	R.10	lcl|c234222_g6_i3|m.19630	1
t2	resilient	R.13	lcl|c234222_g6_i3|m.19630	1
t2	resilient	R.21	lcl|c234222_g6_i3|m.19630	2
t2	resilient	R.26	lcl|c234222_g6_i3|m.19630	0
t2	resilient	R.66	lcl|c234222_g6_i3|m.19630	4
t2	resilient	R.74	lcl|c234222_g6_i3|m.19630	2
t2	susceptible	S.5	lcl|c234222_g6_i3|m.19630	0
t2	susceptible	S.55	lcl|c234222_g6_i3|m.19630	1
t2	susceptible	S.73	lcl|c234222_g6_i3|m.19630	1
t2	resilient	R.10	lcl|c234511_g2_i1|m.19914	0
t2	resilient	R.13	lcl|c234511_g2_i1|m.19914	1
t2	resilient	R.21	lcl|c234511_g2_i1|m.19914	2
t2	resilient	R.26	lcl|c234511_g2_i1|m.19914	0
t2	resilient	R.66	lcl|c234511_g2_i1|m.19914	3
t2	resilient	R.74	lcl|c234511_g2_i1|m.19914	2
t2	susceptible	S.5	lcl|c234511_g2_i1|m.19914	0
t2	susceptible	S.55	lcl|c234511_g2_i1|m.19914	0
t2	susceptible	S.73	lcl|c234511_g2_i1|m.19914	0
t2	resilient	R.10	lcl|c231634_g1_i2|m.16472	20
t2	resilient	R.13	lcl|c231634_g1_i2|m.16472	15
t2	resilient	R.21	lcl|c231634_g1_i2|m.16472	16
t2	resilient	R.26	lcl|c231634_g1_i2|m.16472	9
t2	resilient	R.66	lcl|c231634_g1_i2|m.16472	38
t2	resilient	R.74	lcl|c231634_g1_i2|m.16472	26
t2	susceptible	S.5	lcl|c231634_g1_i2|m.16472	13
t2	susceptible	S.55	lcl|c231634_g1_i2|m.16472	7
t2	susceptible	S.73	lcl|c231634_g1_i2|m.16472	12
t2	resilient	R.10	lcl|c203483_g1_i2|m.1328	5
t2	resilient	R.13	lcl|c203483_g1_i2|m.1328	2
t2	resilient	R.21	lcl|c203483_g1_i2|m.1328	4
t2	resilient	R.26	lcl|c203483_g1_i2|m.1328	2
t2	resilient	R.66	lcl|c203483_g1_i2|m.1328	3
t2	resilient	R.74	lcl|c203483_g1_i2|m.1328	3
t2	susceptible	S.5	lcl|c203483_g1_i2|m.1328	2
t2	susceptible	S.55	lcl|c203483_g1_i2|m.1328	0
t2	susceptible	S.73	lcl|c203483_g1_i2|m.1328	2
t2	resilient	R.10	lcl|c231364_g6_i1|m.16162	6
t2	resilient	R.13	lcl|c231364_g6_i1|m.16162	4
t2	resilient	R.21	lcl|c231364_g6_i1|m.16162	2
t2	resilient	R.26	lcl|c231364_g6_i1|m.16162	5
t2	resilient	R.66	lcl|c231364_g6_i1|m.16162	3
t2	resilient	R.74	lcl|c231364_g6_i1|m.16162	6
t2	susceptible	S.5	lcl|c231364_g6_i1|m.16162	2
t2	susceptible	S.55	lcl|c231364_g6_i1|m.16162	4
t2	susceptible	S.73	lcl|c231364_g6_i1|m.16162	1
t2	resilient	R.10	lcl|c232842_g1_i1|m.17827	3
t2	resilient	R.13	lcl|c232842_g1_i1|m.17827	3
t2	resilient	R.21	lcl|c232842_g1_i1|m.17827	0
t2	resilient	R.26	lcl|c232842_g1_i1|m.17827	3
t2	resilient	R.66	lcl|c232842_g1_i1|m.17827	1
t2	resilient	R.74	lcl|c232842_g1_i1|m.17827	3
t2	susceptible	S.5	lcl|c232842_g1_i1|m.17827	2
t2	susceptible	S.55	lcl|c232842_g1_i1|m.17827	1
t2	susceptible	S.73	lcl|c232842_g1_i1|m.17827	1
t2	resilient	R.10	lcl|c240245_g2_i2|m.26954	2
t2	resilient	R.13	lcl|c240245_g2_i2|m.26954	2
t2	resilient	R.21	lcl|c240245_g2_i2|m.26954	0
t2	resilient	R.26	lcl|c240245_g2_i2|m.26954	0
t2	resilient	R.66	lcl|c240245_g2_i2|m.26954	2
t2	resilient	R.74	lcl|c240245_g2_i2|m.26954	2
t2	susceptible	S.5	lcl|c240245_g2_i2|m.26954	1
t2	susceptible	S.55	lcl|c240245_g2_i2|m.26954	0
t2	susceptible	S.73	lcl|c240245_g2_i2|m.26954	1
t2	resilient	R.10	lcl|c212602_g3_i5|m.2781	0
t2	resilient	R.13	lcl|c212602_g3_i5|m.2781	7
t2	resilient	R.21	lcl|c212602_g3_i5|m.2781	14
t2	resilient	R.26	lcl|c212602_g3_i5|m.2781	2
t2	resilient	R.66	lcl|c212602_g3_i5|m.2781	0
t2	resilient	R.74	lcl|c212602_g3_i5|m.2781	20
t2	susceptible	S.5	lcl|c212602_g3_i5|m.2781	2
t2	susceptible	S.55	lcl|c212602_g3_i5|m.2781	7
t2	susceptible	S.73	lcl|c212602_g3_i5|m.2781	3
t2	resilient	R.10	lcl|c221694_g2_i1|m.7797	0
t2	resilient	R.13	lcl|c221694_g2_i1|m.7797	3
t2	resilient	R.21	lcl|c221694_g2_i1|m.7797	3
t2	resilient	R.26	lcl|c221694_g2_i1|m.7797	6
t2	resilient	R.66	lcl|c221694_g2_i1|m.7797	2
t2	resilient	R.74	lcl|c221694_g2_i1|m.7797	3
t2	susceptible	S.5	lcl|c221694_g2_i1|m.7797	2
t2	susceptible	S.55	lcl|c221694_g2_i1|m.7797	2
t2	susceptible	S.73	lcl|c221694_g2_i1|m.7797	0
t2	resilient	R.10	lcl|c232410_g1_i2|m.17346	9
t2	resilient	R.13	lcl|c232410_g1_i2|m.17346	9
t2	resilient	R.21	lcl|c232410_g1_i2|m.17346	4
t2	resilient	R.26	lcl|c232410_g1_i2|m.17346	5
t2	resilient	R.66	lcl|c232410_g1_i2|m.17346	5
t2	resilient	R.74	lcl|c232410_g1_i2|m.17346	1
t2	susceptible	S.5	lcl|c232410_g1_i2|m.17346	7
t2	susceptible	S.55	lcl|c232410_g1_i2|m.17346	1
t2	susceptible	S.73	lcl|c232410_g1_i2|m.17346	0
t2	resilient	R.10	lcl|c241317_g4_i4|m.28427	2
t2	resilient	R.13	lcl|c241317_g4_i4|m.28427	2
t2	resilient	R.21	lcl|c241317_g4_i4|m.28427	2
t2	resilient	R.26	lcl|c241317_g4_i4|m.28427	2
t2	resilient	R.66	lcl|c241317_g4_i4|m.28427	1
t2	resilient	R.74	lcl|c241317_g4_i4|m.28427	1
t2	susceptible	S.5	lcl|c241317_g4_i4|m.28427	1
t2	susceptible	S.55	lcl|c241317_g4_i4|m.28427	1
t2	susceptible	S.73	lcl|c241317_g4_i4|m.28427	0
t2	resilient	R.10	lcl|c214499_g2_i2|m.3512	0
t2	resilient	R.13	lcl|c214499_g2_i2|m.3512	3
t2	resilient	R.21	lcl|c214499_g2_i2|m.3512	0
t2	resilient	R.26	lcl|c214499_g2_i2|m.3512	1
t2	resilient	R.66	lcl|c214499_g2_i2|m.3512	6
t2	resilient	R.74	lcl|c214499_g2_i2|m.3512	2
