Protein,Timepoint,R mean,R std,S mean,S std,Log2FC,SSMD
lcl|c223432_g3_i4|m.9112,T2,1,0.632455532,1,0,0,0
lcl|c224672_g2_i1|m.10058,T2,111.1666667,38.03901506,91,37,-0.2887858103,-0.5305037653
lcl|c223629_g2_i1|m.9258,T2,3.5,3.391164992,3,2.645751311,-0.2223924213,-0.1346817288
lcl|c223053_g2_i3|m.8836,T2,3.166666667,1.169045194,2.333333333,3.214550254,-0.4405725914,-0.2341024976
lcl|c244041_g1_i1|m.31667,T2,1.333333333,0.8164965809,1,1,-0.4150374993,-0.2054252763
lcl|c163018_g1_i1|m.419,T2,0.3333333333,0.8164965809,0,0,-1.736965594,-0.26084743
lcl|c232737_g3_i2|m.17725,T2,1,1.549193338,0.6666666667,1.154700538,-0.5849625007,-0.15834071
lcl|c243813_g3_i2|m.31355,T2,2.666666667,1.751190072,2.333333333,0.5773502692,-0.1926450779,-0.1701984756
lcl|c233820_g4_i9|m.19036,T2,0.3333333333,0.8164965809,0,0,-1.736965594,-0.26084743
lcl|c232537_g3_i1|m.17484,T2,0.6666666667,0.8164965809,0,0,-2.736965594,-0.52169486
lcl|c227571_g1_i1|m.12592,T2,1.166666667,0.9831920803,1,1,-0.2223924213,-0.09676873256
lcl|c241502_g2_i1|m.28666,T2,1.166666667,1.169045194,1.333333333,0.5773502692,0.1926450779,0.1019711602
lcl|c217988_g6_i3|m.5463,T2,14.83333333,7.305249254,12,10.58300524,-0.3058084295,-0.2518041083
lcl|c211278_g7_i1|m.2402,T2,0.3333333333,0.8164965809,0,0,-1.736965594,-0.26084743
lcl|c209513_g1_i2|m.1987,T2,0.3333333333,0.8164965809,0.3333333333,0.5773502692,0,0
lcl|c237325_g2_i1|m.23163,T2,0.8333333333,0.7527726527,0,0,-3.058893689,-0.6791595931
lcl|c234981_g4_i1|m.20476,T2,0.6666666667,0.8164965809,0,0,-2.736965594,-0.52169486
lcl|c233342_g3_i7|m.18440,T2,0.5,0.8366600265,0.3333333333,0.5773502692,-0.5849625007,-0.1176555907
lcl|c209757_g1_i1|m.2044,T2,11.33333333,4.131182236,9.333333333,4.163331999,-0.2801079192,-0.3953179264
lcl|c234643_g1_i12|m.20068,T2,34.5,18.5876303,28.33333333,7.371114796,-0.2840960214,-0.644643388
lcl|c222343_g4_i1|m.8262,T2,11,11.86591758,9.333333333,7.571877794,-0.2370391973,-0.1851107348
lcl|c162537_g1_i1|m.417,T2,0.3333333333,0.8164965809,0,0,-1.736965594,-0.26084743
lcl|c226138_g2_i1|m.11236,T2,1.333333333,1.032795559,1.333333333,0.5773502692,0,0
lcl|c238399_g3_i5|m.24485,T2,364,222.174706,300,187.6619301,-0.2789759497,-0.338907428
lcl|c243413_g2_i1|m.30960,T2,0.5,0.8366600265,0,0,-2.321928095,-0.3865275878
lcl|c242855_g1_i2|m.30293,T2,0.8333333333,1.329160136,0.6666666667,1.154700538,-0.3219280949,-0.08342041124
lcl|c221840_g3_i5|m.7911,T2,0.6666666667,0.8164965809,1,0,0.5849625007,0.26084743
lcl|c238903_g3_i2|m.25053,T2,18,3.949683532,15,5.567764363,-0.2630344058,-0.481005439
lcl|c242709_g1_i2|m.30167,T2,8.333333333,6.653319973,6.666666667,5.859465277,-0.3219280949,-0.241469896
lcl|c233348_g2_i1|m.18445,T2,0.3333333333,0.8164965809,0.6666666667,0.5773502692,1,0.2377119035
lcl|c215434_g3_i1|m.4032,T2,0.1666666667,0.4082482905,0,0,-0.7369655942,-0.1844469866
lcl|c237643_g4_i5|m.23532,T2,0.1666666667,0.4082482905,0.3333333333,0.5773502692,1,0.1554289625
lcl|c213262_g2_i4|m.3006,T2,0.6666666667,0.8164965809,1,0,0.5849625007,0.26084743
lcl|c232108_g1_i2|m.16999,T2,25.33333333,23.57682478,21,18.734994,-0.2706475899,-0.2171684577
lcl|c218748_g1_i1|m.5931,T2,5.666666667,1.366260102,4.666666667,1.527525232,-0.2801079192,-0.4442973115
lcl|c229342_g3_i1|m.14174,T2,0.5,0.8366600265,0.3333333333,0.5773502692,-0.5849625007,-0.1176555907
lcl|c206182_g1_i1|m.1515,T2,0.5,0.8366600265,0,0,-2.321928095,-0.3865275878
lcl|c215636_g1_i1|m.4133,T2,1,0.632455532,0,0,-3.321928095,-0.889139705
lcl|c225782_g2_i1|m.10939,T2,1.5,0.5477225575,1,1,-0.5849625007,-0.3454075763
lcl|c241824_g2_i5|m.28975,T2,0.3333333333,0.5163977795,0.6666666667,0.5773502692,1,0.2851890898
lcl|c237702_g1_i1|m.23627,T2,2.666666667,1.366260102,2,1.732050808,-0.4150374993,-0.2784427689
lcl|c230175_g2_i2|m.15021,T2,0.6666666667,1.632993162,0.6666666667,1.154700538,0,0
lcl|c236445_g2_i1|m.22123,T2,1.333333333,0.8164965809,1.333333333,0.5773502692,0,0
lcl|c234733_g4_i3|m.20189,T2,0.5,0.8366600265,0,0,-2.321928095,-0.3865275878
lcl|c236194_g2_i2|m.21820,T2,0.1666666667,0.4082482905,0,0,-0.7369655942,-0.1844469866
lcl|c235937_g3_i1|m.21493,T2,0.3333333333,0.8164965809,0,0,-1.736965594,-0.26084743
lcl|c232736_g7_i11|m.17724,T2,1.166666667,0.9831920803,0.6666666667,1.154700538,-0.8073549221,-0.2752527234
lcl|c224694_g1_i1|m.10068,T2,10.66666667,3.204163958,8.666666667,5.507570547,-0.2995602819,-0.3299518755
lcl|c240688_g3_i1|m.27609,T2,41.5,16.97939928,34.66666667,8.082903769,-0.2595622139,-0.685764799
lcl|c227939_g2_i2|m.12910,T2,16.33333333,1.505545305,13.66666667,2.516611478,-0.2571578395,-0.8723534149
lcl|c220306_g1_i5|m.6860,T2,0.3333333333,0.8164965809,0.3333333333,0.5773502692,0,0
lcl|c224015_g2_i1|m.9549,T2,0.6666666667,0.8164965809,0.3333333333,0.5773502692,-1,-0.2377119035
lcl|c222808_g2_i2|m.8627,T2,0.8333333333,0.7527726527,0.3333333333,0.5773502692,-1.321928095,-0.3687172622
lcl|c233068_g2_i3|m.18101,T2,13.66666667,7.201851614,11.33333333,15.50268794,-0.2700891634,-0.1461944007
lcl|c212208_g2_i4|m.2650,T2,0.8333333333,0.7527726527,0,0,-3.058893689,-0.6791595931
lcl|c238912_g1_i4|m.25063,T2,0.6666666667,0.8164965809,0.6666666667,0.5773502692,0,0
lcl|c223654_g2_i3|m.9281,T2,1.333333333,1.032795559,0.6666666667,1.154700538,-1,-0.3616079627
lcl|c227210_g4_i5|m.12253,T2,0.3333333333,0.5163977795,0,0,-1.736965594,-0.3279982785
lcl|c231896_g2_i12|m.16763,T2,1.166666667,1.169045194,1,1,-0.2223924213,-0.09122202389
lcl|c224811_g1_i3|m.10150,T2,0.6666666667,0.8164965809,1,0,0.5849625007,0.26084743
lcl|c210423_g1_i5|m.2178,T2,1.833333333,1.329160136,1.333333333,1.527525232,-0.4594316186,-0.2237936628
lcl|c242433_g1_i1|m.29789,T2,0.1666666667,0.4082482905,0,0,-0.7369655942,-0.1844469866
lcl|c220808_g2_i6|m.7171,T2,9,3.577708764,7.666666667,5.033222957,-0.2313255461,-0.2339226255
lcl|c212026_g1_i1|m.2607,T2,0.1666666667,0.4082482905,0.3333333333,0.5773502692,1,0.1554289625
lcl|c243293_g1_i5|m.30787,T2,0.3333333333,0.5163977795,0.6666666667,0.5773502692,1,0.2851890898
lcl|c237992_g1_i1|m.23966,T2,1.333333333,1.032795559,0.6666666667,1.154700538,-1,-0.3616079627
lcl|c195423_g1_i1|m.937,T2,0.3333333333,0.5163977795,0.6666666667,0.5773502692,1,0.2851890898
lcl|c216899_g1_i1|m.4840,T2,0.6666666667,0.8164965809,0.3333333333,0.5773502692,-1,-0.2377119035
lcl|c230073_g1_i10|m.14919,T2,0.1666666667,0.4082482905,0,0,-0.7369655942,-0.1844469866
lcl|c232221_g3_i2|m.17155,T2,0.5,0.8366600265,0,0,-2.321928095,-0.3865275878
lcl|c162537_g1_i2|m.418,T2,1,1.264911064,0.6666666667,1.154700538,-0.5849625007,-0.1695928945
lcl|c235877_g4_i2|m.21429,T2,1,1.264911064,1.333333333,0.5773502692,0.4150374993,0.1969954886
lcl|c238116_g1_i4|m.24117,T2,1.166666667,1.169045194,1,1,-0.2223924213,-0.09122202389
lcl|c222581_g2_i12|m.8452,T2,1.333333333,1.032795559,1,1,-0.4150374993,-0.1903801351
lcl|c210226_g1_i1|m.2139,T2,5.833333333,1.940790217,5,2.645751311,-0.2223924213,-0.2526229287
lcl|c231929_g5_i4|m.16789,T2,3,2.449489743,3,1,0,0
lcl|c233205_g1_i2|m.18269,T2,0.1666666667,0.4082482905,0,0,-0.7369655942,-0.1844469866
lcl|c231445_g1_i1|m.16259,T2,1,1.095445115,1,1,0,0
lcl|c230632_g1_i7|m.15500,T2,2.166666667,1.329160136,2,1,-0.1154772174,-0.08713806021
lcl|c240333_g1_i3|m.27087,T2,2,1.673320053,1.666666667,1.527525232,-0.2630344058,-0.1398638867
lcl|c236000_g2_i4|m.21558,T2,0.3333333333,0.8164965809,0,0,-1.736965594,-0.26084743
lcl|c238005_g1_i4|m.23993,T2,0.1666666667,0.4082482905,0.6666666667,0.5773502692,2,0.4662868875
lcl|c222667_g10_i4|m.8510,T2,0.8333333333,0.7527726527,0,0,-3.058893689,-0.6791595931
lcl|c231601_g3_i1|m.16437,T2,1.833333333,0.7527726527,1.666666667,0.5773502692,-0.1375035237,-0.1229057541
lcl|c239652_g2_i1|m.26096,T2,11.66666667,4.589843861,9.666666667,4.932882862,-0.2713020218,-0.3454802347
lcl|c228699_g1_i4|m.13567,T2,0.3333333333,0.8164965809,0,0,-1.736965594,-0.26084743
lcl|c235606_g1_i1|m.21126,T2,0,0,0.3333333333,0.5773502692,1.736965594,0.5773502692
lcl|c219236_g2_i1|m.6293,T2,0.1666666667,0.4082482905,0,0,-0.7369655942,-0.1844469866
lcl|c225005_g5_i1|m.10295,T2,0.3333333333,0.5163977795,0,0,-1.736965594,-0.3279982785
lcl|c232676_g1_i2|m.17666,T2,1.5,1.870828693,1.666666667,0.5773502692,0.1520030934,0.08256299478
lcl|c224541_g6_i2|m.9899,T2,2.833333333,2.926886856,2.666666667,0.5773502692,-0.08746284125,-0.06700464871
lcl|c243909_g1_i1|m.31505,T2,1.666666667,1.032795559,1.666666667,0.5773502692,0,0
lcl|c216129_g1_i2|m.4409,T2,7.333333333,2.250925735,6.333333333,2.081665999,-0.2115041052,-0.3364280366
lcl|c227564_g2_i3|m.12583,T2,0.1666666667,0.4082482905,0.3333333333,0.5773502692,1,0.1554289625
lcl|c223677_g1_i1|m.9303,T2,22.5,6.949820142,19.33333333,17.09775814,-0.2188346019,-0.1809574113
lcl|c243954_g3_i1|m.31569,T2,2.666666667,1.211060142,2.333333333,1.527525232,-0.1926450779,-0.1528560984
lcl|c223975_g1_i1|m.9515,T2,1,1.264911064,0.6666666667,1.154700538,-0.5849625007,-0.1695928945
lcl|c233162_g2_i1|m.18221,T2,0,0,0.3333333333,0.5773502692,1.736965594,0.5773502692
lcl|c229412_g3_i1|m.14240,T2,0.1666666667,0.4082482905,0,0,-0.7369655942,-0.1844469866
lcl|c232660_g2_i7|m.17650,T2,0.3333333333,0.5163977795,0.3333333333,0.5773502692,0,0
lcl|c238662_g3_i6|m.24778,T2,5.833333333,4.833908012,5,3.605551275,-0.2223924213,-0.1750305729
lcl|c218866_g2_i1|m.6010,T2,0.1666666667,0.4082482905,0,0,-0.7369655942,-0.1844469866
lcl|c233135_g1_i3|m.18177,T2,0.6666666667,0.5163977795,0.3333333333,0.5773502692,-1,-0.2851890898
lcl|c225557_g1_i1|m.10731,T2,1.166666667,1.169045194,1,1,-0.2223924213,-0.09122202389
lcl|c214738_g1_i1|m.3645,T2,0.1666666667,0.4082482905,0,0,-0.7369655942,-0.1844469866
